💖常看,#genre#
CCTV8,http://live.aikan.miguvideo.com/PLTV/88888888/224/3221231694/index.m3u8
CCTV8,http://117.148.179.160/PLTV/88888888/224/3221231694/1.m3u8
CCTV8,http://39.135.138.60:18890/PLTV/88888910/224/3221225635/index.m3u8
CCTV8,http://39.135.138.59:18890/PLTV/88888910/224/3221225631/index.m3u8
CCTV8,http://39.135.138.58:18890/PLTV/88888888/224/3221225626/index.m3u8
CCTV9,https://iplive-try.wasu.tv/11119.m3u8?group=600112&servicetype=0&livemode=1&servicegrade=2&servicesp=dangbei&userid=dangbei_user_c4:e1:a1:c2:0e:91&tvid=03019Q9908AB284C41F8E&stbid=0fdf605ceb89598a4b4f3bbea5a9b315&authNum=1643179915377-2-38ab1925a59ead0c7bc33a9a2a086ec4
CCTV9,http://117.148.179.162/PLTV/88888888/224/3221231697/1.m3u8
CCTV9,http://39.135.138.59:18890/PLTV/88888910/224/3221225626/index.m3u8
CCTV10,https://iplive-try.wasu.tv/11120.m3u8?group=600112&servicetype=0&livemode=1&servicegrade=2&servicesp=dangbei&userid=dangbei_user_c4:e1:a1:c2:0e:91&tvid=03019Q9908AB284C41F8E&stbid=0fdf605ceb89598a4b4f3bbea5a9b315&authNum=1643180039339-2-5457d5437cb212dd6c459aa4cb37c7cf
CCTV10,http://live.aikan.miguvideo.com/PLTV/88888888/224/3221231666/index.m3u8
CCTV10,http://117.148.179.164/PLTV/88888888/224/3221232492/1.m3u8
CCTV10,http://39.135.138.58:18890/PLTV/88888888/224/3221225627/index.m3u8
CCTV11,https://iplive-try.wasu.tv/11121.m3u8?group=600112&servicetype=0&livemode=1&servicegrade=2&servicesp=dangbei&userid=dangbei_user_c4:e1:a1:c2:0e:91&tvid=03019Q9908AB284C41F8E&stbid=0fdf605ceb89598a4b4f3bbea5a9b315&authNum=1643180043937-2-29e0afd456b9ea6fbe8747052e4be4aa
CCTV11,http://117.148.179.164/PLTV/88888888/224/3221231711/1.m3u8
CCTV11,http://39.135.138.59:18890/PLTV/88888910/224/3221225628/index.m3u8
CCTV12,https://iplive-try.wasu.tv/11122.m3u8?group=600112&servicetype=0&livemode=1&servicegrade=2&servicesp=dangbei&userid=dangbei_user_c4:e1:a1:c2:0e:91&tvid=03019Q9908AB284C41F8E&stbid=0fdf605ceb89598a4b4f3bbea5a9b315&authNum=1643180047756-2-24f17c7bcffe0b29503a3329d9199704
CCTV12,http://117.148.179.150/PLTV/88888888/224/3221231660/1.m3u8
CCTV12,http://39.135.138.59:18890/PLTV/88888910/224/3221225629/index.m3u8
CCTV13,https://iplive-try.wasu.tv/11127.m3u8?group=600112&servicetype=0&livemode=1&servicegrade=2&servicesp=dangbei&userid=dangbei_user_c4:e1:a1:c2:0e:91&tvid=03019Q9908AB284C41F8E&stbid=0fdf605ceb89598a4b4f3bbea5a9b315&authNum=1643180055072-2-ba8136bc9a972122d1d99635d6010fcc
CCTV13,http://39.135.138.60:18890/PLTV/88888910/224/3221225638/index.m3u8
CCTV13,http://111.40.196.30/PLTV/88888888/224/3221225504/index.m3u8
CCTV13,http://live.aikan.miguvideo.com/PLTV/88888888/224/3221231636/index.m3u8
CCTV13,http://ncyd.jilu8.cn:80/PLTV/88888910/224/3221225638/index.m3u8
CCTV14,https://iplive-try.wasu.tv/11080.m3u8?group=600112&servicetype=0&livemode=1&servicegrade=2&servicesp=dangbei&userid=dangbei_user_c4:e1:a1:c2:0e:91&tvid=03019Q9908AB284C41F8E&stbid=0fdf605ceb89598a4b4f3bbea5a9b315&authNum=1643180058732-2-ab80091cb6afec4576f7ea87622ad999
CCTV14,http://39.135.138.58:18890/TVOD/88888888/224/3221225640/index.m3u8
CCTV14,http://live.aikan.miguvideo.com/PLTV/88888888/224/3221231648/index.m3u8
CCTV14,http://117.148.179.169/PLTV/88888888/224/3221231693/1.m3u8
CCTV14,http://39.135.138.60:18890/PLTV/88888910/224/3221225639/index.m3u8
CCTV15,https://iplive-try.wasu.tv/11081.m3u8?group=600112&servicetype=0&livemode=1&servicegrade=2&servicesp=dangbei&userid=dangbei_user_c4:e1:a1:c2:0e:91&tvid=03019Q9908AB284C41F8E&stbid=0fdf605ceb89598a4b4f3bbea5a9b315&authNum=1643180063224-2-7a1be3f18276ebce08837b33e2e232e7
CCTV15,http://live.aikan.miguvideo.com/PLTV/88888888/224/3221231693/index.m3u8
CCTV15,http://117.148.179.182/PLTV/88888888/224/3221231648/1.m3u8
CCTV15,http://39.135.138.60:18890/PLTV/88888910/224/3221225641/index.m3u8
CCTV16,http://live.aikan.miguvideo.com/PLTV/88888888/224/3221233442/index.m3u8
CCTV16,http://liveop.cctv.cn/hls/CCTV16HD/playlist.m3u8
CCTV16,http://livepull.sxiptv.cn/live/CCTV16.m3u8?txSecret=74a2e72030af35a64468f380c03a9bb9&txTime=95868367986
CCTV17,http://117.148.179.167/PLTV/88888888/224/3221231772/1.m3u8
CCTV17,http://39.134.66.110/PLTV/88888888/224/3221225708/index.m3u8
CCTV17,http://live.aikan.miguvideo.com/PLTV/88888888/224/3221231772/index.m3u8
CCTV17,http://39.135.138.58:18890/PLTV/88888888/224/3221225908/index.m3u8
CCTV17,http://39.135.138.58:18890/PLTV/88888888/224/3221225907/index.m3u8
CCTV17,http://39.134.65.183/PLTV/88888888/224/3221225708/1.m3u8

🎀卫视,#genre#
江苏卫视,http://live.aikan.miguvideo.com/PLTV/88888888/224/3221231447/index.m3u8
江苏卫视,http://117.148.179.175/PLTV/88888888/224/3221231447/index.m3u8
江苏卫视,http://39.135.55.105:6610/PLTV/88888888/224/3221225847/index.m3u8?servicetype=1
湖南卫视,http://live.aikan.miguvideo.com/PLTV/88888888/224/3221231729/index.m3u8
湖南卫视,http://39.134.68.155:6610/PLTV/88888888/224/3221225610/index.m3u8?IASHttpSessionId=OTT1348520220512054002303684
湖南卫视,http://39.134.65.175/PLTV/88888888/224/3221225506/1.m3u8
湖南卫视,http://117.148.179.144:80/PLTV/88888888/224/3221231729/1.m3u8
湖南卫视,http://39.135.138.59:18890/PLTV/88888910/224/3221225745/index.m3u8
湖南卫视,http://117.148.179.135/PLTV/88888888/224/3221230206/index.m3u8
湖南卫视,http://117.148.179.148/PLTV/88888888/224/3221230824/index.m3u8
浙江卫视,http://39.135.138.58:18890/TVOD/88888888/224/3221225744/index.m3u8
浙江卫视,http://yd-m-l.cztv.com/channels/lantian/channel01/1080p.m3u8
浙江卫视,http://117.148.179.140/PLTV/88888888/224/3221229352/index.m3u85
北京卫视,http://39.134.63.11:6610/PLTV/88888888/224/3221226450/index.m3u8?IASHttpSessionId=OTT1551820220705103322002086
北京卫视,http://39.135.138.58:18890/PLTV/88888888/224/3221225673/index.m3u8
北京卫视,http://117.148.179.168/PLTV/88888888/224/3221231732/1.m3u8
东方卫视,http://39.134.63.11:6610/PLTV/88888888/224/3221225735/index.m3u8?IASHttpSessionId=OTT1711620220705104003002578
东方卫视,http://39.134.63.11:6610/PLTV/88888888/224/3221226336/index.m3u8?IASHttpSessionId=OTT1551920220705104027002222
东方卫视,http://aliyun-stream.kksmg.com/live/dfws.m3u8?auth_key=1657024614-65389399-0-7237085535c5269d82a6ab8d28cd98fc
东方卫视,http://39.135.138.58:18890/PLTV/88888888/224/3221225658/index.m3u8
东方卫视,http://39.134.65.175/PLTV/88888888/224/3221225672/1.m3u8
广东卫视,http://39.134.63.11:6610/PLTV/88888888/224/3221226248/index.m3u8?IASHttpSessionId=OTT1549820220705100139002236
河南卫视,http://39.134.63.11:6610/PLTV/88888888/224/3221226480/index.m3u8?IASHttpSessionId=OTT1590220220705100248002165
辽宁卫视,http://117.148.179.152/PLTV/88888888/224/3221231802/1.m3u8
辽宁卫视,http://39.135.138.58:18890/PLTV/88888888/224/3221225735/index.m3u8
山东卫视,http://117.148.179.137/PLTV/88888888/224/3221227909/1.m3u8
山东卫视,http://39.134.63.11:6610/PLTV/88888888/224/3221226456/index.m3u8?IASHttpSessionId=OTT1677620220705100438002016
四川卫视,http://39.134.63.11:6610/PLTV/88888888/224/3221226338/index.m3u8?IASHttpSessionId=OTT1705220220705100710001983
四川卫视,http://117.148.179.142/PLTV/88888888/224/3221231885/1.m3u8
天津卫视,http://117.148.179.146/PLTV/88888888/224/3221228905/index.m3u8
天津卫视,http://111.40.196.9/PLTV/88888888/224/3221225556/index.m3u8
安徽卫视,http://39.134.63.11:6610/PLTV/88888888/224/3221226391/index.m3u8?IASHttpSessionId=OTT1671520220705100952001990
安徽卫视,http://117.148.179.177/PLTV/88888888/224/3221230215/1.m3u8
安徽卫视,http://39.135.32.24:6610/000000001000/anhuistv/1.m3u8?IASHttpSessionId=OTT
湖北卫视http://39.134.63.11:6610/PLTV/88888888/224/3221226477/index.m3u8?IASHttpSessionId=OTT1551820220705101057002012
湖北卫视,http://117.148.179.142/PLTV/88888888/224/3221231888/index.m3u8
河北卫视,http://39.136.48.2:8089/PLTV/88888888/224/3221225779/1.m3u8
河北卫视,http://39.135.138.60:18890/PLTV/88888910/224/3221225732/index.m3u8?fmt=ts2hls
河北卫视,http://39.135.55.105:6610/PLTV/88888888/224/3221227063/index.m3u8?servicetype=1
黑龙江卫视,http://114.80.149.170:8088/tlivectfree-cdn.ysp.cctv.cn/ysp/2000293903.m3u8
黑龙江卫视,http://39.134.67.226/PLTV/88888888/224/3221225847/index.m3u8
黑龙江卫视,http://39.134.63.11:6610/PLTV/88888888/224/3221226327/index.m3u8?
黑龙江卫视,http://39.135.138.58:18890/PLTV/88888888/224/3221225736/index.m3u8
黑龙江卫视,http://111.40.196.9/PLTV/88888888/224/3221225544/index.m3u8
重庆卫视,http://39.134.63.11:6610/PLTV/88888888/224/3221226409/index.m3u8?IASHttpSessionId=OTT1550120220705101659001735
重庆卫视,http://39.135.138.58:18890/PLTV/88888888/224/3221225734/index.m3u8
重庆卫视,http://39.134.65.181/PLTV/88888888/224/3221225873/1.m3u8
贵州卫视,http://39.134.63.11:6610/PLTV/88888888/224/3221226474/index.m3u8?IASHttpSessionId=OTT1705020220705101850002421
江西卫视,http://39.134.63.11:6610/PLTV/88888888/224/3221226344/index.m3u8?IASHttpSessionId=OTT1712020220705102357001817
江西卫视,http://117.148.179.141/PLTV/88888888/224/3221231964/index.m3u8
江西卫视,http://39.134.193.100:6610/030000001001/HD-2500k-1080P-jiangxistv/1.m3u8?IASHttpSessionId=OTT1571920220705102335084791
江西卫视,http://39.135.138.58:18890/PLTV/88888888/224/3221225705/index.m3u8
江西卫视,http://39.135.138.58:18890/PLTV/88888888/224/3221225746/index.m3u8
东南卫视,http://39.135.138.58:18890/PLTV/88888888/224/3221225657/index.m3u8
东南卫视,http://39.134.65.175/PLTV/88888888/224/3221225863/1.m3u8
吉林卫视,http://39.134.63.11:6610/PLTV/88888888/224/3221226397/index.m3u8?IASHttpSessionId=OTT1718320220705103018002284
吉林卫视,http://39.134.65.149/PLTV/88888888/224/3221225981/1.m3u8
吉林卫视,http://39.134.65.177/PLTV/88888888/224/3221225872/1.m3u8
吉林卫视,http://47.104.93.129/daili1/hoge.php?id=jlwshd1
海峡卫视,http://39.135.55.105:6610/PLTV/88888888/224/3221227198/index.m3u8?servicetype=1
新疆卫视,http://livehyw5.chinamcache.com/hyw/zb01.m3u8?txSecret=611f322cd0f0fb8379462a6c629376e3&txTime=95949046585
